VM;Powerstate;CPUs;Memory;Primary_IP_Address;Network_1;Cluster;Datacenter;Host;OS_VMwareTools;OS_ConfigFile;GeneratedUniqueID
RZV-CTS-25;poweredOn;5;65536;10.2.7.49;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-26.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.49","RZV-CTS-25"]
RZV-CTS-26;poweredOn;5;65536;10.2.7.50;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-26.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.50","RZV-CTS-26"]
RZV-CTS-27;poweredOn;5;65536;10.2.7.51;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-26.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.51","RZV-CTS-27"]
RZV-CTS-28;poweredOn;5;65536;10.2.7.52;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-26.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.52","RZV-CTS-28"]
RZV-CTS-29;poweredOn;5;65536;10.2.7.53;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-27.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.53","RZV-CTS-29"]
RZV-CTS-30;poweredOn;5;65536;10.2.7.54;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-27.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.54","RZV-CTS-30"]
RZV-CTS-31;poweredOn;5;65536;10.2.7.55;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-27.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.55","RZV-CTS-31"]
RZV-CTS-32;poweredOn;5;65536;10.2.7.56;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-27.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.56","RZV-CTS-32"]
RZV-CTS-33;poweredOn;5;65536;10.2.7.57;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-28.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.57","RZV-CTS-33"]
RZV-CTS-34;poweredOn;5;65536;10.2.7.58;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-28.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.58","RZV-CTS-34"]
RZV-CTS-35;poweredOn;5;65536;10.2.7.59;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-28.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.59","RZV-CTS-35"]
RZV-CTS-36;poweredOn;5;65536;10.2.7.60;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-28.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.60","RZV-CTS-36"]
RZV-CTS-37;poweredOn;5;65536;10.2.7.61;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-29.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.61","RZV-CTS-37"]
RZV-CTS-38;poweredOn;5;65536;10.2.7.62;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-29.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.62","RZV-CTS-38"]
RZV-CTS-39;poweredOn;5;65536;10.2.7.63;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-29.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.63","RZV-CTS-39"]
RZV-CTS-40;poweredOn;5;65536;10.2.7.64;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-29.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.64","RZV-CTS-40"]
RZV-CTS-41;poweredOn;5;65536;10.2.7.65;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-30.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.65","RZV-CTS-41"]
RZV-CTS-42;poweredOn;5;65536;10.2.7.66;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-30.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.66","RZV-CTS-42"]
RZV-CTS-43;poweredOn;5;65536;10.2.7.67;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-30.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.67","RZV-CTS-43"]
RZV-CTS-44;poweredOn;5;65536;10.2.7.68;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-30.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.68","RZV-CTS-44"]
RZV-CTS-45;poweredOn;5;65536;10.2.7.69;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-25.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.69","RZV-CTS-45"]
RZV-CTS-46;poweredOn;5;65536;10.2.7.70;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-25.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.70","RZV-CTS-46"]
RZV-CTS-47;poweredOn;5;65536;10.2.7.71;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-25.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.71","RZV-CTS-47"]
RZV-CTS-48;poweredOn;5;65536;10.2.7.72;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-25.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.72","RZV-CTS-48"]
RZV-CTS-49;poweredOn;5;65536;10.2.7.73;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-25.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.73","RZV-CTS-49"]
RZV-CTS-50;poweredOn;5;65536;10.2.7.74;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-25.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.74","RZV-CTS-50"]
RZV-CTS-51;poweredOn;5;65536;10.2.7.75;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-25.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.75","RZV-CTS-51"]
RZV-CTS-52;poweredOn;5;65536;10.2.7.76;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-25.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.76","RZV-CTS-52"]
RZV-CTS-53;poweredOn;5;65536;10.2.7.77;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-24.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.77","RZV-CTS-53"]
RZV-CTS-54;poweredOn;5;65536;10.2.7.78;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-24.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.78","RZV-CTS-54"]
RZV-CTS-55;poweredOn;5;65536;10.2.7.79;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-24.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.79","RZV-CTS-55"]
RZV-CTS-56;poweredOn;5;65536;10.2.7.80;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-24.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.80","RZV-CTS-56"]
RZV-CTS-S1;poweredOn;5;65536;10.2.7.91;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-24.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.91","RZV-CTS-S1"]
RZV-CTS-S2;poweredOn;5;65536;10.2.7.92;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-28.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.92","RZV-CTS-S2"]
RZV-CTS-T1;poweredOn;5;65536;10.2.7.131;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-30.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.131","RZV-CTS-T1"]
RZV-CTS-T2;poweredOn;5;65536;10.2.7.132;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-24.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.132","RZV-CTS-T2"]
RZV-CTS-T3;poweredOn;5;65536;10.2.7.133;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-26.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.133","RZV-CTS-T3"]
RZV-CTS-T4;poweredOn;5;65536;10.2.7.134;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-24.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.134","RZV-CTS-T4"]
RZV-CTS-T5;poweredOn;5;65536;10.2.7.135;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-27.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.135","RZV-CTS-T5"]
RZV-DBA-01;poweredOn;2;12288;10.2.8.104;VLAN-10.2.8.x;CL_PU;PU;rz1-esx-33.bev.int;Red Hat Enterprise Linux 5 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.2.8.104","RZV-DBA-01"]
RZV-DDC-11;poweredOn;4;12288;10.2.7.111;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-27.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.111","RZV-DDC-11"]
RZV-DDC-12;poweredOn;4;12288;10.2.7.112;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-30.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.112","RZV-DDC-12"]
RZV-DDC-XX;poweredOn;4;12288;10.2.7.119;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-29.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.119","RZV-DDC-XX"]
RZV-E19-01;poweredOn;16;131072;10.2.2.20;VLAN-10.2.2.x;CL_PU;PU;rz1-esx-50.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.2.20","RZV-E19-01"]
RZV-E19-02;poweredOn;16;131072;10.2.2.21;VLAN-10.2.2.x;CL_PU;PU;rz2-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.2.21","RZV-E19-02"]
RZV-EGALTS-01;poweredOn;2;8192;10.1.33.23;VLAN-10.1.33.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.1.33.23","RZV-EGALTS-01"]
RZV-EGAVVC-01;poweredOn;3;16384;10.2.9.103;VLAN-10.2.9.x;CL_PU;PU;rz1-esx-52.bev.int;VMware Photon OS (64-bit);Other 3.x or later Linux (64-bit);["10.2.9.103","RZV-EGAVVC-01"]
RZV-EKP-01;poweredOn;4;8192;10.1.40.71;VLAN-10.1.40.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.40.71","RZV-EKP-01"]
RZV-EKP-02;poweredOn;4;6144;10.1.40.72;VLAN-10.1.40.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.40.72","RZV-EKP-02"]
RZV-ELA-01;poweredOn;4;24576;10.1.25.11;VLAN-10.1.25.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.25.11","RZV-ELA-01"]
RZV-ENTRA-01;poweredOn;1;4096;10.2.10.111;VLAN-10.2.10.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.10.111","RZV-ENTRA-01"]
RZV-ENTRA-02;poweredOn;1;4096;10.2.10.112;VLAN-10.2.10.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.10.112","RZV-ENTRA-02"]
RZV-ESD-01;poweredOn;2;8192;10.1.11.22;VLAN-10.1.11.x;CL_WEB;WEB;rz1-esx-59.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.1.11.22","RZV-ESD-01"]
RZV-ESD-02;poweredOn;2;8192;10.1.11.122;VLAN-10.1.11.x;CL_WEB;WEB;rz1-esx-59.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.1.11.122","RZV-ESD-02"]
RZV-ETUADR-01;poweredOn;2;8192;10.1.8.91;VLAN-10.1.8.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.8.91","RZV-ETUADR-01"]
RZV-ETUADR-02;poweredOn;2;8192;10.1.8.92;VLAN-10.1.8.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.8.92","RZV-ETUADR-02"]
RZV-ETUADR-03;poweredOn;2;8192;10.1.8.93;VLAN-10.1.8.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.8.93","RZV-ETUADR-03"]
RZV-ETUESP-01;poweredOn;2;8192;10.6.8.76;VLAN-10.6.8.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.6.8.76","RZV-ETUESP-01"]
RZV-ETUFIL-01;poweredOn;1;4096;10.6.7.20;VLAN-10.6.7.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.6.7.20","RZV-ETUFIL-01"]
RZV-ETUFIL-02;poweredOn;1;6144;10.6.7.22;VLAN-10.6.7.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.6.7.22","RZV-ETUFIL-02"]
RZV-ETUGEOWC-01;poweredOn;2;2048;10.1.8.19;VLAN-10.1.8.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.8.19","RZV-ETUGEOWC-01"]
RZV-ETUGES-01;poweredOn;2;4096;10.1.8.61;VLAN-10.1.8.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.8.61","RZV-ETUGES-01"]
RZV-ETUGSDB-01;poweredOn;2;8192;10.6.7.51;VLAN-10.6.7.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.6.7.51","RZV-ETUGSDB-01"]
RZV-ETUGSMS-01;poweredOn;4;8192;10.6.7.53;VLAN-10.6.7.x;CL_DMZ;DMZ;rz2-esx-37.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.6.7.53","RZV-ETUGSMS-01"]
RZV-ETUGSMS-02;poweredOn;4;8192;192.168.64.1;VLAN-10.6.7.x;CL_DMZ;DMZ;rz2-esx-37.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["192.168.64.1","RZV-ETUGSMS-02"]
RZV-ETUGSNFS-01;poweredOn;1;2048;10.6.7.50;VLAN-10.6.7.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.6.7.50","RZV-ETUGSNFS-01"]
RZV-ETUGSPPS-01;poweredOn;8;20480;10.6.7.52;VLAN-10.6.7.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.6.7.52","RZV-ETUGSPPS-01"]
RZV-ETUIMD-01;poweredOn;1;4096;10.1.8.25;VLAN-10.1.8.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.8.25","RZV-ETUIMD-01"]
RZV-ETUIMP-01;poweredOn;2;16384;10.6.7.134;VLAN-10.6.7.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.6.7.134","RZV-ETUIMP-01"]
RZV-ETUIMP-02;poweredOn;2;8192;10.6.7.55;VLAN-10.6.7.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.6.7.55","RZV-ETUIMP-02"]
RZV-ETULTS-01;poweredOn;2;8192;10.6.7.23;VLAN-10.6.7.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.6.7.23","RZV-ETULTS-01"]
RZV-ETUORC-01;poweredOn;1;2048;10.6.7.30;VLAN-10.6.7.0;CL_DB;DMZ-DB;rz2-esx-46.bev.int;Microsoft Windows Server 2003 Standard (32-bit);Microsoft Windows Server 2003 Standard (32-bit);["10.6.7.30","RZV-ETUORC-01"]
RZV-ETUSDB-01;poweredOn;2;8192;10.6.7.42;VLAN-10.6.7.0;CL_DB;DMZ-DB;rz2-esx-47.bev.int;Oracle Linux 7 (64-bit);Oracle Linux 4/5/6 (64-bit);["10.6.7.42","RZV-ETUSDB-01"]
RZV-ETUSDE-01;poweredOn;2;65536;10.6.7.41;VLAN-10.6.7.0;CL_DB;DMZ-DB;rz2-esx-47.bev.int;Red Hat Enterprise Linux 5 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.6.7.41","RZV-ETUSDE-01"]
RZV-ETUUBA-01;poweredOn;2;65536;10.6.7.65;VLAN-10.6.7.0;CL_DB;DMZ-DB;rz2-esx-46.bev.int;Oracle Linux 7 (64-bit);Oracle Linux 4/5/6 (64-bit);["10.6.7.65","RZV-ETUUBA-01"]
RZV-ETUWBC-01;poweredOn;2;4096;10.6.7.36;VLAN-10.6.7.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.6.7.36","RZV-ETUWBC-01"]
RZV-ETUWBC-01n;poweredOn;2;4096;10.6.7.136;VLAN-10.6.7.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.6.7.136","RZV-ETUWBC-01n"]
RZV-ETUWCD-01;poweredOn;1;4096;10.6.8.81;VLAN-10.6.8.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.6.8.81","RZV-ETUWCD-01"]
RZV-ETUWSA-01;poweredOn;2;4096;10.1.8.22;VLAN-10.1.8.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.8.22","RZV-ETUWSA-01"]
RZV-ETUZLH-01;poweredOn;2;4096;10.1.8.51;VLAN-10.1.8.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.8.51","RZV-ETUZLH-01"]
rzv-ev-01;poweredOn;4;16384;10.2.2.221;VLAN-10.2.2.x;CL_PU;PU;rz1-esx-52.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.2.221","rzv-ev-01"]
RZV-EVT-01;poweredOn;1;4096;10.2.10.21;VLAN-10.2.10.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.10.21","RZV-EVT-01"]
RZV-EXTHOP-01;poweredOn;1;4096;10.1.38.31;VLAN-10.1.38.x;CL_WEB;WEB;rz1-esx-39.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.1.38.31","RZV-EXTHOP-01"]
RZV-EXTHOP-02;poweredOn;1;4096;10.1.38.41;VLAN-10.1.38.x;CL_WEB;WEB;rz2-esx-39.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.1.38.41","RZV-EXTHOP-02"]
RZV-FPM-01;poweredOn;2;8192;10.2.6.31;VLAN-10.2.6.x;CL_PU;PU;rz1-esx-31.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.6.31","RZV-FPM-01"]
RZV-FPM-02;poweredOn;2;8192;10.2.6.131;VLAN-10.2.6.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.6.131","RZV-FPM-02"]
RZV-FPS-01;poweredOn;2;8192;10.2.5.41;VLAN-10.2.5.x;CL_PU;PU;rz1-esx-31.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.5.41","RZV-FPS-01"]
RZV-FTP-01;poweredOn;2;2048;10.1.18.11;VLAN-10.1.18.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.18.11","RZV-FTP-01"]
RZV-FTP-02;poweredOn;1;4096;10.2.6.10;VLAN-10.2.6.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.6.10","RZV-FTP-02"]
RZV-G2NCTRA-01;poweredOn;1;4096;10.2.6.68;VLAN-10.2.6.x;CL_PU;PU;rz2-esx-34.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.6.68","RZV-G2NCTRA-01"]
RZV-GEOWC-01;poweredOn;2;2048;10.1.7.22;VLAN-10.1.7.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.7.22","RZV-GEOWC-01"]
RZV-GEOWC-02;poweredOn;2;2048;10.1.7.122;VLAN-10.1.7.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.7.122","RZV-GEOWC-02"]
RZV-GEUORC-01;poweredOn;1;3072;10.70.5.40;VLAN-10.70.5.0;CL_DB;DMZ-DB;rz2-esx-47.bev.int;Red Hat Enterprise Linux 5 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.70.5.40","RZV-GEUORC-01"]
RZV-GEUVW7-02;poweredOn;2;16384;10.70.155.36;VLAN-10.70.155.x;CL_BEU;BEU;rz1-esx-41.bev.int;Microsoft Windows 7 (64-bit);Microsoft Windows 7 (64-bit);["10.70.155.36","RZV-GEUVW7-02"]
RZV-GEUVW7-07;poweredOn;2;4096;10.70.155.41;VLAN-10.70.155.x;CL_BEU;BEU;rz2-esx-41.bev.int;Microsoft Windows 7 (64-bit);Microsoft Windows 7 (64-bit);["10.70.155.41","RZV-GEUVW7-07"]
RZV-GIPDBREP-01;poweredOn;4;8192;10.1.29.61;VLAN-10.1.29.x;CL_WEB;WEB;rz1-esx-39.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.29.61","RZV-GIPDBREP-01"]
RZV-GNS-01;poweredOn;2;8192;10.1.6.11;VLAN-10.1.6.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.1.6.11","RZV-GNS-01"]
RZV-GNS-02;poweredOn;2;8192;10.1.6.12;VLAN-10.1.6.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.6.12","RZV-GNS-02"]
RZV-GNS-03;poweredOn;2;8192;10.1.6.13;VLAN-10.1.6.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.6.13","RZV-GNS-03"]
RZV-GNS-04;poweredOn;8;32768;10.1.6.14;VLAN-10.1.6.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.6.14","RZV-GNS-04"]
RZV-GNS-05;poweredOn;4;10240;10.1.6.15;VLAN-10.1.6.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 4/5/6 (64-bit);CentOS 4/5/6 (64-bit);["10.1.6.15","RZV-GNS-05"]
RZV-GNS-07;poweredOn;2;8192;10.1.6.17;VLAN-10.1.6.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.6.17","RZV-GNS-07"]
RZV-GNS-08;poweredOn;2;8192;192.168.122.1;VLAN-10.1.6.x;CL_WEB;WEB;rz1-esx-59.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["192.168.122.1","RZV-GNS-08"]
RZV-GNSADMIN-01;poweredOn;2;8192;10.1.6.20;VLAN-10.1.6.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.6.20","RZV-GNSADMIN-01"]
RZV-GNSADMIN-02;poweredOn;1;8192;10.1.6.22;VLAN-10.1.6.x;CL_WEB;WEB;rz2-esx-39.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.1.6.22","RZV-GNSADMIN-02"]
RZV-GSADM-01;poweredOn;2;4096;10.1.23.20;VLAN-10.1.23.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.1.23.20","RZV-GSADM-01"]
